Instagram ID,Username,Full name,Profile link,Avatar pic,Followed by viewer,Is verified,Followers count,Following count,Biography,Public email,Posts count,Phone country code,Phone number,City,Address,Is private,Is business,External url
60127894362,careeracademyofmanagement,Career Academy of Management,https://www.instagram.com/careeracademyofmanagement/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/381251923_983813766206533_9068414495504747398_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=101&_nc_ohc=N6yO8JrlOLkQ7kNvgFgVXYR&_nc_gid=e094a7d96547420eac359efdb5dc2cdf&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYB7HvKurgEaQMy34mTeU1S9lDaGTK5fx8GG45k7h5pgzQ&oe=678B1849&_nc_sid=1e20d2,No,No,0,0,Training and Placements,info@careerac.in,8.0,,,,,NO,YES,
64124992228,cakes.comofficial,Cakes.com,https://www.instagram.com/cakes.comofficial/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/413431619_410932187933938_4088352679739830414_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=110&_nc_ohc=QaHdiSq_Bl0Q7kNvgH_IYsg&_nc_gid=481bff4f5af54dcfb566c1d53e2b5ea3&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYAd81i9g-7DlI2Jp_b0JD6NLAYrfx1gVUVN_0ixr0Wjkw&oe=678B1F7F&_nc_sid=1e20d2,No,No,863,84,"We make#bestcakeinrajnagar
Custom Cakes 🍰
RajnagarExt. Gzb | Call us 9811848539
Catering also avaliable 🥳🎊
#bestbakeryinrajnagar👌
DM for collab👍",cakesdotcombakery@gmail.com,330.0,91.0,9811848539.0,"Ghaziabad, India","AVS City Square, Rajnagar Extension",NO,YES,
49044135591,admir_ovens,ADMIR OVENS BAKERY EQUIPMENTS,https://www.instagram.com/admir_ovens/,https://scontent-bom1-2.cdninstagram.com/v/t51.2885-19/435211688_3530504253866748_582669888663698761_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=uP0KeluiZWUQ7kNvgH0CdF5&_nc_gid=fbb4c7e275ab4466bef890772697521b&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYCTNt1xc21nHOErRRhn1xmAPu-BXicMd8baJvG2kkyiWg&oe=678B3433&_nc_sid=1e20d2,No,No,119,838,"Estd.1985 
Manufacturer & exporters  All types of bakery & biscuits plant  call : +91-7348720303
Service all over 🇮🇳 🇲🇿🇰🇪🇬🇭🇦🇴🇹🇿🇳",s4sameerrocks789@gmail.com,65.0,91.0,7275134158.0,,,NO,YES,http://admirovens.com/
5352326161,secret_behind_cakes,Secret Behind Cakes By Yuktika - Cake Artist | Delhi NCR,https://www.instagram.com/secret_behind_cakes/,https://scontent-bom2-1.cdninstagram.com/v/t51.2885-19/468953046_298506883357880_5517649754387074420_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=r0pbCdKVEREQ7kNvgFVOzYe&_nc_gid=78b1f391b2e04a9694691d5fe6408211&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBRCsS9ELmLit-h2AnAAda9vA0_G95H9kU8DlvU8Mr1dw&oe=678B14CF&_nc_sid=1e20d2,No,No,7930,1140,"👩‍🍳Pastry Chef, Entrepreneur
📚Le Cordon Bleu, London
📍Lajpat Nagar-1 | Delhi-NCR Delivery 
📞9873103237",SecretbehindCakes@gmail.com,2092.0,91.0,9873103237.0,,,NO,YES,https://wa.me/message/ALPPKFM7LPGZJ1
64324409445,richloaf_bakers,Rich Loaf Bakers,https://www.instagram.com/richloaf_bakers/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/413944473_394242199797027_2989295332113277838_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=103&_nc_ohc=aIB1XGdNgs4Q7kNvgFyof41&_nc_gid=6a6d1f242ef1460faf9d0b81847d51af&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYDhStON7VYwyngBMsnktj6y8_1RNXUHwtkvjbXAECdomw&oe=678B42A7&_nc_sid=1e20d2,No,No,91,53,"Home of 100% Eggless baking!
Chain of Lotus Ice Cream & Lotus Desi Ghee
Create a moment with us❤️
Manufacturing of Cookies, Bakery Biscuits, Rusk.",agrofoodsdev@gmail.com,8.0,91.0,9888889279.0,Kurali,"B - 3, Focal Point , Chanallon, Kurali , Distt - S.A.S Nagar Mohali, PB.",NO,YES,http://www.richloaf.com
61492416443,star_steelofficial,premium bakeware manufacturer,https://www.instagram.com/star_steelofficial/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/366978968_2291895164532255_4616471310028607238_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=103&_nc_ohc=5Y_qVpgPK8QQ7kNvgGoMTs8&_nc_gid=2dfbb14175854edb96b4c8f1eb43324b&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYCTpQ1yorNEfxOXTvaCNFeWXhCLHauUohtwYRtwEqcvww&oe=678B2A76&_nc_sid=1e20d2,No,No,27,46,"@alavudeen0011 
@muhammed_asfaq
ALUMINIUM BAKING MOULDS & TRAYS 
RETAIL & WHOLESALE 
WHATSAPP:9942017572 :8144482621
📍 ERODE",starsteel001@gmail.com,14.0,91.0,8144482621.0,Erode,https://maps.app.goo.gl/3qworA4DZgmvsfe4A,NO,YES,https://www.indiamart.com/star-steel-namakkal/
57623375801,firangiees,Firangiees - The Baked Treat,https://www.instagram.com/firangiees/,https://scontent-bom2-1.cdninstagram.com/v/t51.2885-19/470900530_992284776070616_2296066136654226971_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=f7FelW0F6G8Q7kNvgGvbevx&_nc_gid=485af76b27804e909332da46a5c41b5d&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYD7sOAo-PZInynGfcfwTBA683LdMetS8CUQ98AmKU0ZUQ&oe=678B2555&_nc_sid=1e20d2,No,No,559,38,Cakes|Cupcakes|Customized Cakes|Muffins|Brownie|Continental Food|Indian Sweets|Chinese Food|Shakes|Coffee|Contact Us - +918736938244,firangiees@gmail.com,418.0,91.0,9336697617.0,Hardoi,"336, New Civil Lines, Infront of District Cooperative Bank",NO,YES,https://firangiees.com/
5747108430,asbhyd,Agra Sweets Banjara,https://www.instagram.com/asbhyd/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/340169383_214857341231043_224711790846358333_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=103&_nc_ohc=vzRgZwJahF8Q7kNvgGwMCV2&_nc_gid=c2a0ddf1f72a44369b1dbe3558498010&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBtBKEmImOEZIDgyorbVQtMdYxbp9DuNEFh2rUd8cTWkg&oe=678B3D4B&_nc_sid=1e20d2,No,No,5411,19,"Serving your favourite sweets, since 1951.
Now at your doorstep nationwide!
Order online here👇🏻",Agrasweetsbanjara@gmail.com,525.0,91.0,9100033361.0,Hyderabad,"10-5-5/1, Road No 1, Banjara Hills Road, Masab Tank",NO,YES,http://www.agrasweetsbanjara.com
47860245295,thebakingco_official,The Baking Co.,https://www.instagram.com/thebakingco_official/,https://scontent-bom2-4.cdninstagram.com/v/t51.2885-19/214339475_283872390160862_1250356628205370569_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-4.cdninstagram.com&_nc_cat=102&_nc_ohc=DG-jW6NJw94Q7kNvgFg9nlq&_nc_gid=1681475213e144cab75e422cb766644d&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYDR6IErRhg6RxVntuh_LQS1yTsCAYOTi1LgN3k1TkFurw&oe=678B1EE2&_nc_sid=1e20d2,No,No,2190,2,"Decade In Baking, Caking and Memories In Prayagraj
Let's Bake someone happy today! 😍
📍142/32, M.G.Marg, Civil Lines, Prayagraj, UP",info@elchico.in,303.0,91.0,9415128975.0,"Allahabad, India",,NO,YES,http://bit.ly/3KeV9Iv
31521347880,tanusree_cakeries,Tanusree’s Cakeries,https://www.instagram.com/tanusree_cakeries/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/271365268_513677536731219_1823450320763209352_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=103&_nc_ohc=82QRDjrkU8cQ7kNvgFs_Pwi&_nc_gid=d93b19dc7a634d12b8c8889103be5c10&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBsSKSgz95f_o_lhVtIjx6T0Qk0MLrwIBmSpzU6gNJGNA&oe=678B1383&_nc_sid=1e20d2,No,No,204,188,"If you want your cakes to be special with verve, style and looks - Tanusree's Cakeries is your destination! Please order.. Thanks!
Barasat",tanusree.das.ggn@gmail.com,277.0,91.0,8860232463.0,Kolkata,Barasat,NO,YES,http://facebook.com/
4577723081,thecrumblestory,The Crumble Story | Home Bakery | Kolkata bakery,https://www.instagram.com/thecrumblestory/,https://scontent-bom2-1.cdninstagram.com/v/t51.2885-19/22793958_301991746955996_6004755370940039168_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-1.cdninstagram.com&_nc_cat=108&_nc_ohc=viTIdqLyd9AQ7kNvgEf2drN&_nc_gid=79282972e1df47888545febd64bd7b1a&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBqBUAjph3qtVZFf-BwEjggjmNkWSSA5R1zeE5AvudZKA&oe=678B3FD8&_nc_sid=1e20d2,No,No,2127,274,"Professional Bakers
Delivery available 🚚
Call on 8910931708 
#thecrumblestory
#thecrumblestorykitchen",thecrumblestory2k17@gmail.com,703.0,91.0,8910931708.0,,,NO,YES,https://www.youtube.com/channel/UC2aN2Tbm8elKI61yIPX8u9Q
46537076561,shahs_cake_zone,Munira Shah,https://www.instagram.com/shahs_cake_zone/,https://scontent-bom2-1.cdninstagram.com/v/t51.2885-19/213128678_620940945546317_2187211703804237070_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-1.cdninstagram.com&_nc_cat=105&_nc_ohc=Z0fyYcrqEewQ7kNvgEtxVDc&_nc_gid=7a004e81a5cc4ce69b803bc49863c02c&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYDwk8ifvC2YAFDbcJtg-SNHHG_U7wkkJ5Bj7ZNjE8qPSw&oe=678B243A&_nc_sid=1e20d2,No,No,212,360,"HomeBaker Cake Artist👩🏻‍🍳
🤍Cakes | Cupcakes | Dessert Tables
🤎Cookies | Customized cakes|
Freshly Baked cakes and cookies 🍰 
📍Raipur
@munira_1805",shahmunira18@gmail.com,85.0,91.0,8817320256.0,,,NO,YES,https://wa.me/message/IVOIMDNZ7JQAF1
37294635419,thebreadco.hyd,The Bread Co.,https://www.instagram.com/thebreadco.hyd/,https://scontent-bom2-2.cdninstagram.com/v/t51.2885-19/102701997_2521307118181163_6383418448196751798_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-2.cdninstagram.com&_nc_cat=111&_nc_ohc=Dz-EDtyUFn8Q7kNvgFvlQSR&_nc_gid=3b8b881ba1d1480c8ce26de235acab5c&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBr5RBHnYpxLhZNF7xXkVNMYw1btRhnrsbdwQ-iUoK2IA&oe=678B3E49&_nc_sid=1e20d2,No,No,300,7,"Offering you a wide range of warm, freshly baked breads. 
Breads are baked on order.
Hyderabad, India.
DM for inquiries.",thebreadco.hyd@gmail.com,41.0,,,,,NO,YES,
8660779642,gagan_kitchen,Gagan Kitchen Equipment ®,https://www.instagram.com/gagan_kitchen/,https://scontent-bom1-2.cdninstagram.com/v/t51.2885-19/354986092_1334500037281056_3723984586698229724_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=wj7UMLGL1kMQ7kNvgGMUiVb&_nc_gid=a400234f2a4442aea1e76e45b5a318ad&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYClysnVrFPs0NeMC8PFB2MwECLh_02FOti0UwyBFf9bzg&oe=678B37F3&_nc_sid=1e20d2,No,No,507,544,"Providing 360° solutions to your commercial kitchen 
Manufacturer • Bakery • Café • Restaurants • Bars • Resort • Hotels • QSR
📍India & Bhutan
⬇️✉️⬇️",info@gagankitchen.in,30.0,91.0,9748746434.0,Kolkata,"9, 15, Swinhoe Ln, New Ballygunge, Kasba,",NO,YES,https://g.co/kgs/DR3bfq
55524510986,naomi_cafe_bhimtal,NAOMI CAFÉ,https://www.instagram.com/naomi_cafe_bhimtal/,https://scontent-bom1-2.cdninstagram.com/v/t51.2885-19/316120922_202373592186393_4840782680678108386_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=0MTAh9hDpIwQ7kNvgGhUtSK&_nc_gid=cb5192c313324cd3bf7f675b652074c6&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBjyqd8cXYgfIlE91d8WvnvEY8aR5doe_lkBYiXvq9I8Q&oe=678B3F89&_nc_sid=1e20d2,No,No,459,667,"French Bakery Café located in #bhimtal #uttarakhand.
100% HOMEMADE #bagels #panini #donuts #vegancake #birthdaycakes #privateevent 📞: +91 90275 32819",naomiscafe.uk@gmail.com,140.0,91.0,9027532819.0,Nainital,"Bhowali main road, Mehragaon, Bhimtal",NO,YES,https://maps.app.goo.gl/zy88JAJpL6NfRnFc9
48632831809,el_pastelbakery,el pastel bakery,https://www.instagram.com/el_pastelbakery/,https://scontent-bom1-1.cdninstagram.com/v/t51.2885-19/472757923_1597468208315791_6664772045277892849_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=107&_nc_ohc=p0wg_FV9X34Q7kNvgFhGlfP&_nc_gid=f2cb0afa297c4228b3fff8cd6e50b4d4&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYBsBbm78PTkV1egVxYUvsHaL8mx7tZub2ynLrE23NCp2w&oe=678B2E7D&_nc_sid=1e20d2,No,No,797,109,"Customized EGGLESS & PREMIUM cakes.
♥️3000+Happy customers 
📞 9664071569
(Only on preorders)
Self taught baker 👩‍🍳
#kota#bakery#homebaker",aasthavijay7@gmail.com,982.0,91.0,9664071569.0,"Kota, Rajasthan",Riddhi siddhi nagar kunhadi,NO,YES,https://youtube.com/@elpastelbakery?si=_0KI4Iedm_3bEy5W
11315602156,goodluckbakerymachines,Good Luck Bakery Machines,https://www.instagram.com/goodluckbakerymachines/,https://scontent-bom1-1.cdninstagram.com/v/t51.2885-19/52618800_272014487067628_5500019520212828160_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=ELZnngGbISoQ7kNvgFXdSZe&_nc_gid=3e308cb9cc5b4d65ae3f9bfeca5bbbf8&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYA7LN0MsnU-lcUCTbg81kjcrbXHMPxvcfRRuSSLhRl9tg&oe=678B195C&_nc_sid=1e20d2,No,No,1703,196,"Good Luck Bakery machines is one of the leading importer, manufacturer of Bakery Machines for Bakery, Hotel, and other.
Contact:8800905578📞
Website",info@goodluckbakerymachines.com,664.0,91.0,8800905578.0,"Ghaziabad, India","7/9, First Floor, Plot Alpha, Sahibabad Industrial Area, Site - 4",NO,YES,http://www.goodluckbakerymachines.com/
1816872055,visionscreative_org,Visions Creative,https://www.instagram.com/visionscreative_org/,https://scontent-bom2-3.cdninstagram.com/v/t51.2885-19/131350843_936608180418231_2627268568669349855_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-bom2-3.cdninstagram.com&_nc_cat=103&_nc_ohc=Czwz6TzqZHsQ7kNvgHvMcbC&_nc_gid=18b18697ab744aaf8b907f655eea45a8&edm=AEF8tYYBAAAA&ccb=7-5&oh=00_AYDC4hiruRid-NdCKjkxFHqpFm4FCTIYHLQ0udyqf-3AuA&oe=678B413C&_nc_sid=1e20d2,No,No,6440,1235,Forget old Agency Hiring. You can have the best Team. Right now.,info@visionscreative.org,493.0,91.0,9810196405.0,,,NO,YES,http://www.visionscreative.org
